HUC,REF_SITE_NO,DATE,COUNTY,PROJECT,WATERWAY,COMMONLOC,ROAD_NO,RIVER_BASIN,STATE,LATITUDE,LONGITUDE,COLLECTORS,SITE_COMMENTS,SCI_NAME,SCI_CLEAN
03010204,BTW11112004.2,11/11/04,Greensville,VaDGIF,Fountains Creek,1 mi E Mitchells Mill,I-95 -,ATL:Chowan,VA,36.5892,-77.5573,"B.T. Watson, S.L. Huffer",Start time 1200 stop 1300.  LAB seems to have been logged at some point.  Sampled just uptream of gas line right of way.,Ferrissia fragilis,Ferrissia fragilis
03010204,BTW11102004.2,11/10/04,Greensville,VaDGIF,Fountains Creek,3 mi SE of Bryants Corner,SR 624 +,ATL:Chowan,VA,36.5509,-77.3682,"B.T. Watson, S.L. Huffer",Start time 1205 stop 1310.  Site is typical swamp with many cypress.  Difficult to sample due to width and depth.  Also because of high amounts of leaves on bottom.  Mussels likely present (Elliptio).  Road parallels the creek on both sides after bridge crossing.,Ferrissia fragilis,Ferrissia fragilis
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Gillia altilis,Gillia altilis
03010201,BTW10262004.1,10/26/04,Greensville,VaDGIF,Three Creek,3 mi N Bufford Crossroads,Tryall RdSR 605+,ATL:Chowan,VA,36.7869,-77.6158,"B.T. Watson, S.L. Huffer",Mainly sampled shallows and edges.  Sampling hard due to depth and darkness of water.  Much different than site at SR 610.  Start Time 1425 Stop 1515,Helisoma anceps,Helisoma anceps
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Helisoma anceps,Helisoma anceps
03010204,5AFON024.32,11/06/03,Greensville,VADEQ,Fontaine Creek,Off Rt. 650,,ATL:Chowan/Dismal,VA,36.6201,-77.5758,WGS,Probabilistic,Helisoma anceps,Helisoma anceps
03010204,BTW11112004.1,11/11/04,Greensville,VaDGIF,Fountains Creek,0.5 mi E Mitchells Mill,I-95 -,ATL:Chowan,VA,36.5942,-77.5622,"B.T. Watson, S.L. Huffer",Start time 1040 stop 1120.  Sampled shallow area above long jam within sight of I-95.  Just above house on RAB.  Mussel habitat marginal to poor.,Helisoma anceps,Helisoma anceps
03010201,BTW10082004.1,10/08/04,Greensville,VaDGIF,Three Creek,1 mi NE Cowie Corner,Allen RdSR 610+,ATL:Chowan,VA,36.7845,-77.5448,"B.T. Watson, S.L. Huffer","Good Mussel site.  Found mussels in numerous types of habitat, ranging from riffle near bridge with pe, co, gr to loose sand in runs.  Talked to James Ray good contact for area.  Eugene Ray (James Ray's uncle) owns property on LAB.  Dr. Peter Squires owns property ~1mi upstream.",Helisoma anceps,Helisoma anceps
,909-12,10/03/09,Greensville,,Meherrin R.,Emporia,US 301,ATL:Chowan,VA,36.6883,-77.5412,R. T. Dillon,,Helisoma anceps,Helisoma anceps
03010201,BTW10262004.1,10/26/04,Greensville,VaDGIF,Three Creek,3 mi N Bufford Crossroads,Tryall RdSR 605+,ATL:Chowan,VA,36.7869,-77.6158,"B.T. Watson, S.L. Huffer",Mainly sampled shallows and edges.  Sampling hard due to depth and darkness of water.  Much different than site at SR 610.  Start Time 1425 Stop 1515,Helisoma trivolvis,Helisoma trivolvis
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Helisoma trivolvis,Helisoma trivolvis
03010204,BTW11102004.3,11/10/04,Greensville,VaDGIF,Fountains Creek,3 mi SW of Emporia,Brink RdSR 627 +,ATL:Chowan,VA,36.6564,-77.5924,"B.T. Watson, S.L. Huffer",Start time 1415 stop 1515.  Downstream of bridge posted by Round Hill Hunt Club.  Reach not easy to sample due to depth.  Sampled small reach about 200-300m upstream of bridge.  GPS point for that location only.  Open field on RAB along reach sampled.  More wooded near bridge.  Atlas/gazetteer called Fountains Creek but on topo map it's Fontaine Creek.,Laevapex fuscus,Laevapex fuscus
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Laevapex fuscus,Laevapex fuscus
,909-12,10/03/09,Greensville,,Meherrin R.,Emporia,US 301,ATL:Chowan,VA,36.6883,-77.5412,R. T. Dillon,,Laevapex fuscus,Laevapex fuscus
03010201,5ANTW097.27,10/27/03,Greensville,VADEQ,Nottoway River,Off Rt.721; 0.6 mile above Sussex Co.line,,ATL:Chowan/Dismal,VA,36.8875,-77.6333,MSA/GWH,Probabilistic Site - VAEQ99-310,Leptoxis carinata,Leptoxis carinata
03010201,MAM08081996.1,08/08/96,Greensville,VaDGIF,Nottoway River,10 mi NW of Emporia @ boat ramp,SR 651 off SR 619,ATL:Chowan,VA,36.8488,-77.5641,"M.A. McGregor, J.C. K.K., D.S.","NW of Greensvill/Sussex Co. line.  Water willow along banks on islands, vegetation okay.",Leptoxis carinata,Leptoxis carinata
03010204,JMA04222007.1,04/22/07,Greensville,ESS Site Survey (Environmental Reviews),Fontaine Creek,4.5 mi SSW of Durand,SR 627,ATL:Chowan,VA,36.6564,-77.5981,"J.M.Alderman, M.D. Alderman",,Lioplax subcarinata,Lioplax subcarinata
03010201,5ANTW097.27,10/27/03,Greensville,VADEQ,Nottoway River,Off Rt.721; 0.6 mile above Sussex Co.line,,ATL:Chowan/Dismal,VA,36.8875,-77.6333,MSA/GWH,Probabilistic Site - VAEQ99-310,Lymnaea columella,Lymnaea columella
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,909-12,10/03/09,Greensville,,Meherrin R.,Emporia,US 301,ATL:Chowan,VA,36.6883,-77.5412,R. T. Dillon,,Lymnaea columella,Lymnaea columella
03010201,5ANTW097.27,10/27/03,Greensville,VADEQ,Nottoway River,Off Rt.721; 0.6 mile above Sussex Co.line,,ATL:Chowan/Dismal,VA,36.8875,-77.6333,MSA/GWH,Probabilistic Site - VAEQ99-310,Lyogyrus granum,Lyogyrus granum
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Lyogyrus granum,Lyogyrus granum
03010204,5AFON024.32,11/06/03,Greensville,VADEQ,Fontaine Creek,Off Rt. 650,,ATL:Chowan/Dismal,VA,36.6201,-77.5758,WGS,Probabilistic,Lyogyrus granum,Lyogyrus granum
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,909-12,10/03/09,Greensville,,Meherrin R.,Emporia,US 301,ATL:Chowan,VA,36.6883,-77.5412,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
03010204,BTW11102004.2,11/10/04,Greensville,VaDGIF,Fountains Creek,3 mi SE of Bryants Corner,SR 624 +,ATL:Chowan,VA,36.5509,-77.3682,"B.T. Watson, S.L. Huffer",Start time 1205 stop 1310.  Site is typical swamp with many cypress.  Difficult to sample due to width and depth.  Also because of high amounts of leaves on bottom.  Mussels likely present (Elliptio).  Road parallels the creek on both sides after bridge crossing.,Menetus dilatatus,Menetus dilatatus
,909-12,10/03/09,Greensville,,Meherrin R.,Emporia,US 301,ATL:Chowan,VA,36.6883,-77.5412,R. T. Dillon,,Physa acuta,Physa acuta
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Physa pomilia,Physa pomilia
03010204,BTW11102004.2,11/10/04,Greensville,VaDGIF,Fountains Creek,3 mi SE of Bryants Corner,SR 624 +,ATL:Chowan,VA,36.5509,-77.3682,"B.T. Watson, S.L. Huffer",Start time 1205 stop 1310.  Site is typical swamp with many cypress.  Difficult to sample due to width and depth.  Also because of high amounts of leaves on bottom.  Mussels likely present (Elliptio).  Road parallels the creek on both sides after bridge crossing.,Planorbula armigera,Planorbula armigera
03010201,5ANTW097.27,10/27/03,Greensville,VADEQ,Nottoway River,Off Rt.721; 0.6 mile above Sussex Co.line,,ATL:Chowan/Dismal,VA,36.8875,-77.6333,MSA/GWH,Probabilistic Site - VAEQ99-310,Pleurocera catenaria catenaria,Pleurocera catenaria catenaria
03010204,JMA04222007.1,04/22/07,Greensville,ESS Site Survey (Environmental Reviews),Fontaine Creek,4.5 mi SSW of Durand,SR 627,ATL:Chowan,VA,36.6564,-77.5981,"J.M.Alderman, M.D. Alderman",Corrected identification,Pleurocera catenaria dislocata,Pleurocera catenaria dislocata
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,topotypic,Pleurocera catenaria dislocata,Pleurocera catenaria dislocata
03010204,5AFON024.32,11/06/03,Greensville,VADEQ,Fontaine Creek,Off Rt. 650,,ATL:Chowan/Dismal,VA,36.6201,-77.5758,WGS,Probabilistic,Pleurocera catenaria dislocata,Pleurocera catenaria dislocata
03010201,5ANTW097.27,10/27/03,Greensville,VADEQ,Nottoway River,Off Rt.721; 0.6 mile above Sussex Co.line,,ATL:Chowan/Dismal,VA,36.8875,-77.6333,MSA/GWH,Probabilistic Site - VAEQ99-310,Pleurocera virginica,Pleurocera virginica
03010201,BTW10262004.2,10/26/04,Greensville,VaDGIF,Three Creek,~2.5 mi NNW Cowie Corner,Purdy RdSR 619+,ATL:Chowan,VA,36.7941,-77.5858,"B.T. Watson, S.L. Huffer",Habitat more similar to SR 610 than SR 605.  Potential habitat for F. masoni.  Start time 1630 Stop 1730.,Pleurocera virginica,Pleurocera virginica
,909-13,10/03/09,Greensville,,Fountains Ck,8 km S of Emporia,Co. 639 Rock Bridge Rd.,ATL:Chowan,VA,36.6364,-77.5847,R. T. Dillon,,Pleurocera virginica,Pleurocera virginica
03010201,MAM08081996.1,08/08/96,Greensville,VaDGIF,Nottoway River,10 mi NW of Emporia @ boat ramp,SR 651 off SR 619,ATL:Chowan,VA,36.8488,-77.5641,"M.A. McGregor, J.C. K.K., D.S.","NW of Greensvill/Sussex Co. line.  Water willow along banks on islands, vegetation okay.",Pleurocera virginica,Pleurocera virginica
03010201,BTW10082004.1,10/08/04,Greensville,VaDGIF,Three Creek,1 mi NE Cowie Corner,Allen RdSR 610+,ATL:Chowan,VA,36.7845,-77.5448,"B.T. Watson, S.L. Huffer","Good Mussel site.  Found mussels in numerous types of habitat, ranging from riffle near bridge with pe, co, gr to loose sand in runs.  Talked to James Ray good contact for area.  Eugene Ray (James Ray's uncle) owns property on LAB.  Dr. Peter Squires owns property ~1mi upstream.",Pleurocera virginica,Pleurocera virginica
,28296,01/01/03,Greensville/Sussex,NCSM,,"Nottaway River shoals, Block 309.",,ATL:Chowan R.,VA,36.8667,-77.6144,M Hughes,,Campeloma decisum,Campeloma decisum
03010203,VMH09031992.1,09/03/92,Greensville/Sussex,VMNH,Nottoway River,1 mi NW of Fields Crossroads,SR 619-,ATL:Chowan,VA,36.8490,-77.5640,P.H. Stevenson,,Campeloma decisum,Campeloma decisum
03010201,BTW10072004.3,10/07/04,Greensville/Sussex,VaDGIF,Three Creek,1 mi SW Grizzard,Grizzard RdSR 611+,ATL:Chowan,VA,36.7139,-77.4534,"B.T. Watson, S.L. Huffer","site was relatively deep, seemed to still be elevated from recent rains.  Hard to sample.  Start time = 1500 stop = 1645.",Campeloma decisum,Campeloma decisum
03010201,BTW10072004.3,10/07/04,Greensville/Sussex,VaDGIF,Three Creek,1 mi SW Grizzard,Grizzard RdSR 611+,ATL:Chowan,VA,36.7139,-77.4534,"B.T. Watson, S.L. Huffer","site was relatively deep, seemed to still be elevated from recent rains.  Hard to sample.  Start time = 1500 stop = 1645.",Ferrissia fragilis,Ferrissia fragilis
03010201,BTW10072004.3,10/07/04,Greensville/Sussex,VaDGIF,Three Creek,1 mi SW Grizzard,Grizzard RdSR 611+,ATL:Chowan,VA,36.7139,-77.4534,"B.T. Watson, S.L. Huffer","site was relatively deep, seemed to still be elevated from recent rains.  Hard to sample.  Start time = 1500 stop = 1645.",Helisoma anceps,Helisoma anceps
03010201,BTW10072004.3,10/07/04,Greensville/Sussex,VaDGIF,Three Creek,1 mi SW Grizzard,Grizzard RdSR 611+,ATL:Chowan,VA,36.7139,-77.4534,"B.T. Watson, S.L. Huffer","site was relatively deep, seemed to still be elevated from recent rains.  Hard to sample.  Start time = 1500 stop = 1645.",Helisoma trivolvis,Helisoma trivolvis
,28297,01/01/03,Greensville/Sussex,NCSM,,"Nottaway River shoals, Block 309.",,ATL:Chowan R.,VA,36.8667,-77.6144,M Hughes,,Leptoxis carinata,Leptoxis carinata
03010201,VMH10061989.1,10/06/89,Greensville/Sussex,VMNH,Nottoway River,5 mi NW of Jarratt,SR 619,ATL:Chowan,VA,36.8490,-77.5641,R.L. Hoffman,,Leptoxis carinata,Leptoxis carinata
,28298,01/01/03,Greensville/Sussex,NCSM,,"Nottaway River shoals, Block 309.",,ATL:Chowan R.,VA,36.8667,-77.6144,M Hughes,,Pleurocera catenaria dislocata,Pleurocera catenaria dislocata
03010201,VMH10061989.1,10/06/89,Greensville/Sussex,VMNH,Nottoway River,5 mi NW of Jarratt,SR 619,ATL:Chowan,VA,36.8490,-77.5641,R.L. Hoffman,,Pleurocera catenaria dislocata,Pleurocera catenaria dislocata
03010203,VMH09031992.1,09/03/92,Greensville/Sussex,VMNH,Nottoway River,1 mi NW of Fields Crossroads,SR 619-,ATL:Chowan,VA,36.8490,-77.5640,P.H. Stevenson,,Pleurocera virginica,Pleurocera virginica
,1007-8,10/15/07,Halifax,,Dan River,South Boston,,ATL:Dan,VA,36.6953,-78.8819,R. T. Dillon,,Ferrissia fragilis,Ferrissia fragilis
,1007-12,10/16/07,Halifax,,Staunton R.,10 km E of Midway,US 360,ATL:Roanoke,VA,36.8269,-78.6880,R. T. Dillon,,Ferrissia fragilis,Ferrissia fragilis
02080201,AHC07011984.3,07/01/84,Halifax,VaDGIF,Bullpasture River,2mi SE of Clover Creek,US 220,ATL:James,VA,38.2597,-79.5613,"A.H. Clarke, A Gerberich, A. Moser","Water very high.  Station number 2101.  Mudalia ~ 100 per sq ft.on boulders.  Data is from Status Survey of the James Spinymussel, Canthyria collina, in the James River, Virginia.",Leptoxis carinata,Leptoxis carinata
 ,1007-12,10/16/07,Halifax,,Staunton R.,10 km E of Midway,US 360,ATL:Roanoke,VA,36.8269,-78.6880,R. T. Dillon,,Leptoxis carinata,Leptoxis carinata
,1007-13,10/16/07,Halifax,,Difficult Ck.,Midway,US 360,ATL:Roanoke,VA,36.7955,-78.7869,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,1007-10,10/15/07,Halifax,,Hyco R.,15 km E of South Boston,"US 58, boat ramp",ATL:Dan,VA,36.6669,-78.7551,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,1007-7,10/15/07,Halifax,,Lawsons Ck,6 km NE of Turbeville,"Co. 708, Cedar Grove Rd.",ATL:Dan,VA,36.6424,-78.9908,R. T. Dillon,swampy backwater,Lyogyrus granum,Lyogyrus granum
,1007-7,10/15/07,Halifax,,Lawsons Ck,6 km NE of Turbeville,"Co. 708, Cedar Grove Rd.",ATL:Dan,VA,36.6424,-78.9908,R. T. Dillon,swampy backwater,Menetus dilatatus,Menetus dilatatus
,1007-14,10/16/07,Halifax,,Terrible Ck.,5 km SW of Crystal Hill,"Co. 610, Woodbourne Rd.",ATL:Dan,VA,36.8409,-78.9565,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,1007-8,10/15/07,Halifax,,Dan River,South Boston,,ATL:Dan,VA,36.6953,-78.8819,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
,1007-7,10/15/07,Halifax,,Lawsons Ck,6 km NE of Turbeville,"Co. 708, Cedar Grove Rd.",ATL:Dan,VA,36.6424,-78.9908,R. T. Dillon,swampy backwater,Physa acuta,Physa acuta
,1007-14,10/16/07,Halifax,,Terrible Ck.,5 km SW of Crystal Hill,"Co. 610, Woodbourne Rd.",ATL:Dan,VA,36.8409,-78.9565,R. T. Dillon,,Physa acuta,Physa acuta
,1007-9,10/15/07,Halifax,,Banister R.,8 km NE of South Boston,US 360,ATL:Dan,VA,36.7450,-78.8419,R. T. Dillon,,Physa acuta,Physa acuta
,1007-13,10/16/07,Halifax,,Difficult Ck.,Midway,US 360,ATL:Roanoke,VA,36.7955,-78.7869,R. T. Dillon,,Physa acuta,Physa acuta
,1007-10,10/15/07,Halifax,,Hyco R.,15 km E of South Boston,"US 58, boat ramp",ATL:Dan,VA,36.6669,-78.7551,R. T. Dillon,,Physa acuta,Physa acuta
03010102,VMH06031987.1,06/03/87,Halifax,VMNH,Unnamed tributary to Roanoke River,10 mi NE of Lennig,,ATL:Roanoke,VA,36.9830,-78.8629,R.L. Hoffman,,Pleurocera proxima,Pleurocera proxima
03010104,BTW07202007.1,07/20/07,Halifax/Mecklenburg,Aquatic Surveys,Aaron's Creek,Hitesburg,SR 602+,ATL:Roanoke,VA,36.6108,-78.7112,"B.T. Watson, M.B. Stine, C. Kane, J. Schmerfeld, M. Dougherty",,Campeloma decisum,Campeloma decisum
03010104,BTW08022007.1,08/02/07,Halifax/Mecklenburg,Aquatic Surveys,Aaron's Creek,2 miles S of Hitesburg,SR 604+/-,ATL:Roanoke,VA,36.5883,-78.7203,"B.T. Watson, M.E. Bradley, C.M. Kane",,Leptoxis carinata,Leptoxis carinata
02080205,BTW10232007.4,10/27/07,Hanover,Lanceolate Elliptio Genetics Project,South Anna River,1.5 mi N of Vontay,SR 617,ATL:York,VA,37.7726,-77.7494,"B.T. Watson, M.E. Bradley",,Campeloma decisum,Campeloma decisum
02080106,8-LOC001.31,04/22/04,Hanover,VADEQ,Locust Creek,About 200 meters upstream of SR608,,ATL:York,VA,37.9034,-77.7164,WGS,2004 Probabilistic VAEQ99-428,Campeloma decisum,Campeloma decisum
02080206,2-GRC000.96,05/03/05,Hanover,VADEQ,Grassy Swamp Creek,"Rte 660, below pond",,ATL:James,VA,37.7050,-77.5375,WGS,reference for TMDL station 2-XDD000.84,Campeloma decisum,Campeloma decisum
02080106,PHS11191993.1,11/19/93,Hanover,VaDGIF,Little River,0.75 mi SW of Verdon,SR 689+,ATL:York,VA,37.8726,-77.5135,P.H. Stevenson,Banks generally well vegetated and tree lined.  Information from A Survey for the Endangered Dwarf Wedgemussel (Alasmidonta heterodon) in Virginia's Mid-Atlantic Drainages.,Campeloma decisum,Campeloma decisum
02080106,VMH10311989.1,10/31/89,Hanover,VMNH,Little River,2mi S of Doswell,I-95+,ATL:York,VA,37.8247,-77.4558,R.L. Hoffman,,Campeloma decisum,Campeloma decisum
02080206,DLF07191995.2,07/19/95,Hanover,VaDGIF,Licking Hole Creek,1 mi NE French Hay,I-95,ATL:James,VA,37.6983,-77.4490,Dean Fowler,old site # CRVU-124,Campeloma decisum,Campeloma decisum
,,10/11/01,Hanover,,Totopotomoy Creek system,,,ATL:,VA,37.6524,-77.3312,Len Smock,Coordinates estimated,Campeloma decisum,Campeloma decisum
02080206,DLF07171995.,07/17/95,Hanover,VaDGIF,Powhite Creek,1.5mi SW New Cold Harbor; Richmond National Battlefield Park,I-295,ATL:James,VA,37.5676,-77.3035,Dean Fowler,old site #CRVU-67,Campeloma decisum,Campeloma decisum
02080206,DLF05181995.2,05/18/95,Hanover,VaDGIF,Powhite Creek,@ Hanover Farms,SR 156 -,ATL:James,VA,37.5855,-77.3017,Dean Fowler,old site #CRVU-70,Campeloma decisum,Campeloma decisum
02080206,DLF10161995.1,10/16/95,Hanover,VaDGIF,Chickahominy River,0.75 mi W Turkey Hill,I-295,ATL:James,VA,37.5602,-77.2955,Dean Fowler,old site #CRVU-63,Campeloma decisum,Campeloma decisum
02080206,DLF05181995.1,05/18/95,Hanover,VaDGIF,Boatswain Creek,Richmond National Battlefield Park; 0.5 m S New Cold Harbor,SR 718 -,ATL:James,VA,37.5761,-77.2906,Dean Fowler,old site #CRVU-68,Campeloma decisum,Campeloma decisum
02080106,PHS11031993.2,11/03/93,Hanover,VaDGIF,Matadequin Creek,1.8 km N of Westwood,SR 693,ATL:York,VA,37.6183,-77.1804,P.H. Stevenson,"Stream banks were low and steep, and generally were well vegetated and thinly tree-lined.  Habitat upstream of the bridge is a large beaver pond.  Information from A Survey for the Endangered Dwarf Wedgemussel (Alasmidonta heterodon) in Virginia's Mid-Atlantic Drainages.",Campeloma decisum,Campeloma decisum
020801060702,F11007,06/14/05,Hanover,VCU-INSTAR,BeaverDam Cr,,above Rte 715,ATL:York,VA,37.9317,-77.6616,,,Ferrissia fragilis,Ferrissia fragilis
02080206,2-GRC000.96,11/29/06,Hanover,VADEQ,Grassy Swamp Creek,"Rte 660, below pond",,ATL:James,VA,37.7050,-77.5375,WGS/WHS,reference for TMDL station 2-XDD000.84,Gyraulus parvus,Gyraulus parvus
02080206,2-XDD000.84,11/29/06,HANOVER,VADEQ,XT CHICKAHOMINY RIVER,0.25 MILES BELOW TYSON STP,,ATL:James,VA,37.6961,-77.5486,WGS/WHS,THIS STATION IS SAMPLED TO ASSESS THE PERFORMANCE AND IMPACT OF THE TYSON STP TO THE RECEIVING STREAM.,Hebetancylus excentricus,Hebetancylus excentricus
020801060701,F11003,06/14/05,Hanover,VCU-INSTAR,Locust Creek,,Above Rte 608,ATL:York,VA,37.9040,-77.7164,,,Helisoma anceps,Helisoma anceps
02080206,DLF06191995.2,06/19/95,Hanover,VaDGIF,Stony Creek,@ Ashland,unnamed road near Henry Clay School,ATL:James,VA,37.7558,-77.4895,Dean Fowler,old site #CRVU-136,Helisoma anceps,Helisoma anceps
,,10/16/01,Hanover,,Totopotomoy Creek,L. Smock ref. reach stream 2,,ATL:,VA,37.6524,-77.3312,Len Smock,Coordinates estimated,Helisoma anceps,Helisoma anceps
02080106,8-NAR025.28,09/22/05,Hanover,VADEQ,North Anna River,2 miles upstream SR 603,,ATL:York,VA,37.9494,-77.6171,WGS,Probabilistic Site - VAEQ99-573,Laevapex fuscus,Laevapex fuscus
020801060701,F11003,06/14/05,Hanover,VCU-INSTAR,Locust Creek,,Above Rte 608,ATL:York,VA,37.9040,-77.7164,,,Lymnaea columella,Lymnaea columella
020801060702,F11007,06/14/05,Hanover,VCU-INSTAR,BeaverDam Cr,,above Rte 715,ATL:York,VA,37.9317,-77.6616,,,Lymnaea columella,Lymnaea columella
02080206,DLF10311995.1,10/31/95,Hanover,VaDGIF,Chickahominy River,0.5 mi SW Craney Island Estates,U.S. 301,ATL:James,VA,37.6414,-77.4214,Dean Fowler,old site #CRVU-177,Lymnaea columella,Lymnaea columella
,Jam20,08/03/05,Hanover,,Kersey Ck,"Wayside Park, Hanover Hills",US 301,ATL:,VA,37.7014,-77.3845,R. T. Dillon,,Lymnaea columella,Lymnaea columella
,,10/16/01,Hanover,,Totopotomoy Creek,L. Smock ref. reach stream 2,,ATL:,VA,37.6524,-77.3312,Len Smock,Coordinates estimated,Lymnaea columella,Lymnaea columella
020801060304,F04002,04/01/04,Hanover,VCU-INSTAR,Cedar Creek tributary,,Below Rte 671,ATL:York,VA,37.7781,-77.6077,,,Lymnaea humilis,Lymnaea humilis
02080206,2-XDD000.84,11/29/06,HANOVER,VADEQ,XT CHICKAHOMINY RIVER,0.25 MILES BELOW TYSON STP,,ATL:James,VA,37.6961,-77.5486,WGS/WHS,THIS STATION IS SAMPLED TO ASSESS THE PERFORMANCE AND IMPACT OF THE TYSON STP TO THE RECEIVING STREAM.,Lymnaea humilis,Lymnaea humilis
02080106,8-LOC001.31,04/22/04,Hanover,VADEQ,Locust Creek,About 200 meters upstream of SR608,,ATL:York,VA,37.9034,-77.7164,WGS,2004 Probabilistic VAEQ99-428,Lyogyrus granum,Lyogyrus granum
02080206,2-GRC000.96,05/02/06,Hanover,VADEQ,Grassy Swamp Creek,"Rte 660, below pond",,ATL:James,VA,37.7050,-77.5375,WGS,reference for TMDL station 2-XDD000.84,Lyogyrus granum,Lyogyrus granum
,,10/02/01,Hanover,,Opossum Creek,Totopotomoy drainage,,ATL:,VA,37.6597,-77.3783,Len Smock,Coordinates estimated,Lyogyrus granum,Lyogyrus granum
,,10/11/01,Hanover,,Totopotomoy Creek system,,,ATL:,VA,37.6524,-77.3312,Len Smock,Coordinates estimated,Lyogyrus granum,Lyogyrus granum
02080206,2-PWH001.70,10/12/05,Hanover,VADEQ,Powhite Creek,0.5 mile downstream of Rt. 156,,ATL:James,VA,37.5812,-77.3015,WGS,Probabilistic Site - VAEQ99-574,Lyogyrus granum,Lyogyrus granum
02080106,8-LOC001.31,04/22/04,Hanover,VADEQ,Locust Creek,About 200 meters upstream of SR608,,ATL:York,VA,37.9034,-77.7164,WGS,2004 Probabilistic VAEQ99-428,Menetus dilatatus,Menetus dilatatus
020801060301,F03005,07/16/04,Hanover,VCU-INSTAR,Taylors Creek tributary,,Waldrop Lane below Rte 33,ATL:York,VA,37.8323,-77.7149,,,Menetus dilatatus,Menetus dilatatus
020801060702,F11007,06/14/05,Hanover,VCU-INSTAR,BeaverDam Cr,,above Rte 715,ATL:York,VA,37.9317,-77.6616,,,Menetus dilatatus,Menetus dilatatus
02080106,8-NAR025.28,09/22/05,Hanover,VADEQ,North Anna River,2 miles upstream SR 603,,ATL:York,VA,37.9494,-77.6171,WGS,Probabilistic Site - VAEQ99-573,Menetus dilatatus,Menetus dilatatus
020801060304,F04002,04/01/04,Hanover,VCU-INSTAR,Cedar Creek tributary,,Below Rte 671,ATL:York,VA,37.7781,-77.6077,,,Menetus dilatatus,Menetus dilatatus
020801060304,F04008,06/17/05,Hanover,VCU-INSTAR,Beech Creek,,Off Rte 670,ATL:York,VA,37.7633,-77.5839,,Below farm road,Menetus dilatatus,Menetus dilatatus
02080206,2-XYC000.31,04/13/06,Hanover,VADEQ,X-Trib to Chickahominy River,100 Meters below culvert from Overhill Lake,,ATL:James,VA,37.6896,-77.5488,WGS,2006 Probabilistic station VAW05547-022,Menetus dilatatus,Menetus dilatatus
02080206,2-GRC000.96,05/02/06,Hanover,VADEQ,Grassy Swamp Creek,"Rte 660, below pond",,ATL:James,VA,37.7050,-77.5375,WGS,reference for TMDL station 2-XDD000.84,Menetus dilatatus,Menetus dilatatus
020801060304,F04003,04/01/04,Hanover,VCU-INSTAR,Falling Creek,,Above Rte 665,ATL:York,VA,37.7592,-77.5197,,very little water during June sampling,Menetus dilatatus,Menetus dilatatus
020801060702,F11004,06/17/05,Hanover,VCU-INSTAR,Little River,,Above Rte 688,ATL:York,VA,37.8455,-77.5104,,,Menetus dilatatus,Menetus dilatatus
020801060702,F11005,07/19/05,Hanover,VCU-INSTAR,Little River tributary,,Above Rte 1,ATL:York,VA,37.8493,-77.4793,,"Just above mouth, at intersection with Little River",Menetus dilatatus,Menetus dilatatus
,F09011,07/13/05,Hanover,VCU-INSTAR,Bull Run,,Above Rte 720,ATL:York,VA,37.8729,-77.4674,,,Menetus dilatatus,Menetus dilatatus
020801060902,F12005,10/18/05,Hanover,VCU-INSTAR,Crumps Creek,,At Rte 652,ATL:York,VA,37.6831,-77.3922,,,Menetus dilatatus,Menetus dilatatus
,Jam20,08/03/05,Hanover,,Kersey Ck,"Wayside Park, Hanover Hills",US 301,ATL:,VA,37.7014,-77.3845,R. T. Dillon,,Menetus dilatatus,Menetus dilatatus
